"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","HUR","TOT","PC_LF","M","2023-03",2.8,
"JPN","HUR","TOT","PC_LF","M","2023-04",2.6,
"KOR","HUR","TOT","PC_LF","M","1990-01",2.6,
"KOR","HUR","TOT","PC_LF","M","1990-02",2.5,
"KOR","HUR","TOT","PC_LF","M","1990-03",2.2,
"KOR","HUR","TOT","PC_LF","M","1990-04",2.2,
"KOR","HUR","TOT","PC_LF","M","1990-05",2.4,
"KOR","HUR","TOT","PC_LF","M","1990-06",2.3,
"KOR","HUR","TOT","PC_LF","M","1990-07",2.5,
"KOR","HUR","TOT","PC_LF","M","1990-08",2.5,
"KOR","HUR","TOT","PC_LF","M","1990-09",2.6,
"KOR","HUR","TOT","PC_LF","M","1990-10",2.6,
"KOR","HUR","TOT","PC_LF","M","1990-11",2.6,
"KOR","HUR","TOT","PC_LF","M","1990-12",2.5,"B"
"KOR","HUR","TOT","PC_LF","M","1991-01",2.6,
"KOR","HUR","TOT","PC_LF","M","1991-02",2.5,
"KOR","HUR","TOT","PC_LF","M","1991-03",2.4,
"KOR","HUR","TOT","PC_LF","M","1991-04",2.3,
"KOR","HUR","TOT","PC_LF","M","1991-05",2.3,
"KOR","HUR","TOT","PC_LF","M","1991-06",2.3,
"KOR","HUR","TOT","PC_LF","M","1991-07",2.5,
"KOR","HUR","TOT","PC_LF","M","1991-08",2.3,
"KOR","HUR","TOT","PC_LF","M","1991-09",2.4,
"KOR","HUR","TOT","PC_LF","M","1991-10",2.5,
"KOR","HUR","TOT","PC_LF","M","1991-11",2.5,
"KOR","HUR","TOT","PC_LF","M","1991-12",2.4,
"KOR","HUR","TOT","PC_LF","M","1992-01",2.4,
"KOR","HUR","TOT","PC_LF","M","1992-02",2.4,
"KOR","HUR","TOT","PC_LF","M","1992-03",2.4,
"KOR","HUR","TOT","PC_LF","M","1992-04",2.5,
"KOR","HUR","TOT","PC_LF","M","1992-05",2.4,
"KOR","HUR","TOT","PC_LF","M","1992-06",2.4,
"KOR","HUR","TOT","PC_LF","M","1992-07",2.4,
"KOR","HUR","TOT","PC_LF","M","1992-08",2.6,
"KOR","HUR","TOT","PC_LF","M","1992-09",2.7,
"KOR","HUR","TOT","PC_LF","M","1992-10",2.6,
"KOR","HUR","TOT","PC_LF","M","1992-11",2.6,
"KOR","HUR","TOT","PC_LF","M","1992-12",2.6,
"KOR","HUR","TOT","PC_LF","M","1993-01",2.8,
"KOR","HUR","TOT","PC_LF","M","1993-02",2.9,
"KOR","HUR","TOT","PC_LF","M","1993-03",2.8,
"KOR","HUR","TOT","PC_LF","M","1993-04",3,
"KOR","HUR","TOT","PC_LF","M","1993-05",3,
"KOR","HUR","TOT","PC_LF","M","1993-06",3,
"KOR","HUR","TOT","PC_LF","M","1993-07",3,
"KOR","HUR","TOT","PC_LF","M","1993-08",2.9,
"KOR","HUR","TOT","PC_LF","M","1993-09",2.8,
"KOR","HUR","TOT","PC_LF","M","1993-10",3,
"KOR","HUR","TOT","PC_LF","M","1993-11",2.8,
"KOR","HUR","TOT","PC_LF","M","1993-12",2.7,
"KOR","HUR","TOT","PC_LF","M","1994-01",2.7,
"KOR","HUR","TOT","PC_LF","M","1994-02",2.7,
"KOR","HUR","TOT","PC_LF","M","1994-03",2.7,
"KOR","HUR","TOT","PC_LF","M","1994-04",2.7,
"KOR","HUR","TOT","PC_LF","M","1994-05",2.5,
"KOR","HUR","TOT","PC_LF","M","1994-06",2.4,
"KOR","HUR","TOT","PC_LF","M","1994-07",2.4,
"KOR","HUR","TOT","PC_LF","M","1994-08",2.4,
"KOR","HUR","TOT","PC_LF","M","1994-09",2.5,
"KOR","HUR","TOT","PC_LF","M","1994-10",2.3,
"KOR","HUR","TOT","PC_LF","M","1994-11",2.2,
"KOR","HUR","TOT","PC_LF","M","1994-12",2.2,
"KOR","HUR","TOT","PC_LF","M","1995-01",2.1,
"KOR","HUR","TOT","PC_LF","M","1995-02",2.2,
"KOR","HUR","TOT","PC_LF","M","1995-03",2.1,
"KOR","HUR","TOT","PC_LF","M","1995-04",2,
"KOR","HUR","TOT","PC_LF","M","1995-05",2.1,
"KOR","HUR","TOT","PC_LF","M","1995-06",2,
"KOR","HUR","TOT","PC_LF","M","1995-07",2,
"KOR","HUR","TOT","PC_LF","M","1995-08",2.1,
"KOR","HUR","TOT","PC_LF","M","1995-09",2.2,
"KOR","HUR","TOT","PC_LF","M","1995-10",2.2,
"KOR","HUR","TOT","PC_LF","M","1995-11",2,
"KOR","HUR","TOT","PC_LF","M","1995-12",1.9,
"KOR","HUR","TOT","PC_LF","M","1996-01",1.9,
"KOR","HUR","TOT","PC_LF","M","1996-02",1.9,
"KOR","HUR","TOT","PC_LF","M","1996-03",2,
"KOR","HUR","TOT","PC_LF","M","1996-04",2,
"KOR","HUR","TOT","PC_LF","M","1996-05",2,
"KOR","HUR","TOT","PC_LF","M","1996-06",2.1,
"KOR","HUR","TOT","PC_LF","M","1996-07",2,
"KOR","HUR","TOT","PC_LF","M","1996-08",2.1,
"KOR","HUR","TOT","PC_LF","M","1996-09",2,
"KOR","HUR","TOT","PC_LF","M","1996-10",2.1,
"KOR","HUR","TOT","PC_LF","M","1996-11",2.2,
"KOR","HUR","TOT","PC_LF","M","1996-12",2.3,
"KOR","HUR","TOT","PC_LF","M","1997-01",2.4,
"KOR","HUR","TOT","PC_LF","M","1997-02",2.6,
"KOR","HUR","TOT","PC_LF","M","1997-03",3,
"KOR","HUR","TOT","PC_LF","M","1997-04",2.7,
"KOR","HUR","TOT","PC_LF","M","1997-05",2.6,
"KOR","HUR","TOT","PC_LF","M","1997-06",2.4,
"KOR","HUR","TOT","PC_LF","M","1997-07",2.4,
"KOR","HUR","TOT","PC_LF","M","1997-08",2.4,
"KOR","HUR","TOT","PC_LF","M","1997-09",2.5,
"KOR","HUR","TOT","PC_LF","M","1997-10",2.4,
"KOR","HUR","TOT","PC_LF","M","1997-11",2.9,
"KOR","HUR","TOT","PC_LF","M","1997-12",3.1,
"KOR","HUR","TOT","PC_LF","M","1998-01",4.1,
"KOR","HUR","TOT","PC_LF","M","1998-02",5,
"KOR","HUR","TOT","PC_LF","M","1998-03",5.8,
"KOR","HUR","TOT","PC_LF","M","1998-04",6.5,
"KOR","HUR","TOT","PC_LF","M","1998-05",7.1,
"KOR","HUR","TOT","PC_LF","M","1998-06",7.5,
"KOR","HUR","TOT","PC_LF","M","1998-07",8.2,
"KOR","HUR","TOT","PC_LF","M","1998-08",8,
"KOR","HUR","TOT","PC_LF","M","1998-09",8.2,
"KOR","HUR","TOT","PC_LF","M","1998-10",8.1,
"KOR","HUR","TOT","PC_LF","M","1998-11",7.9,
"KOR","HUR","TOT","PC_LF","M","1998-12",7.9,
"KOR","HUR","TOT","PC_LF","M","1999-01",7.6,
"KOR","HUR","TOT","PC_LF","M","1999-02",7.4,
"KOR","HUR","TOT","PC_LF","M","1999-03",7.2,
"KOR","HUR","TOT","PC_LF","M","1999-04",7,
"KOR","HUR","TOT","PC_LF","M","1999-05",6.8,"B"
"KOR","HUR","TOT","PC_LF","M","1999-06",7.3,
"KOR","HUR","TOT","PC_LF","M","1999-07",6.9,
"KOR","HUR","TOT","PC_LF","M","1999-08",6.3,
"KOR","HUR","TOT","PC_LF","M","1999-09",5.7,
"KOR","HUR","TOT","PC_LF","M","1999-10",5.4,
"KOR","HUR","TOT","PC_LF","M","1999-11",5.2,
"KOR","HUR","TOT","PC_LF","M","1999-12",5.1,
"KOR","HUR","TOT","PC_LF","M","2000-01",5,
"KOR","HUR","TOT","PC_LF","M","2000-02",4.9,
"KOR","HUR","TOT","PC_LF","M","2000-03",4.6,
"KOR","HUR","TOT","PC_LF","M","2000-04",4.5,
"KOR","HUR","TOT","PC_LF","M","2000-05",4.3,
"KOR","HUR","TOT","PC_LF","M","2000-06",4.2,
"KOR","HUR","TOT","PC_LF","M","2000-07",4.1,
"KOR","HUR","TOT","PC_LF","M","2000-08",4.2,
"KOR","HUR","TOT","PC_LF","M","2000-09",4.4,
"KOR","HUR","TOT","PC_LF","M","2000-10",4.1,
"KOR","HUR","TOT","PC_LF","M","2000-11",4.2,
"KOR","HUR","TOT","PC_LF","M","2000-12",4.3,
"KOR","HUR","TOT","PC_LF","M","2001-01",4.5,
"KOR","HUR","TOT","PC_LF","M","2001-02",4.7,
"KOR","HUR","TOT","PC_LF","M","2001-03",4.6,
"KOR","HUR","TOT","PC_LF","M","2001-04",4.1,
"KOR","HUR","TOT","PC_LF","M","2001-05",3.9,
"KOR","HUR","TOT","PC_LF","M","2001-06",3.8,
"KOR","HUR","TOT","PC_LF","M","2001-07",3.8,
"KOR","HUR","TOT","PC_LF","M","2001-08",3.7,
"KOR","HUR","TOT","PC_LF","M","2001-09",3.7,
"KOR","HUR","TOT","PC_LF","M","2001-10",3.6,
"KOR","HUR","TOT","PC_LF","M","2001-11",3.7,
"KOR","HUR","TOT","PC_LF","M","2001-12",3.7,
"KOR","HUR","TOT","PC_LF","M","2002-01",3.6,
"KOR","HUR","TOT","PC_LF","M","2002-02",3.5,
"KOR","HUR","TOT","PC_LF","M","2002-03",3.4,
"KOR","HUR","TOT","PC_LF","M","2002-04",3.4,
"KOR","HUR","TOT","PC_LF","M","2002-05",3.3,
"KOR","HUR","TOT","PC_LF","M","2002-06",3.1,
"KOR","HUR","TOT","PC_LF","M","2002-07",3.1,
"KOR","HUR","TOT","PC_LF","M","2002-08",3.3,
"KOR","HUR","TOT","PC_LF","M","2002-09",3,
"KOR","HUR","TOT","PC_LF","M","2002-10",3.1,
"KOR","HUR","TOT","PC_LF","M","2002-11",3.1,
"KOR","HUR","TOT","PC_LF","M","2002-12",3.1,
"KOR","HUR","TOT","PC_LF","M","2003-01",3.3,
"KOR","HUR","TOT","PC_LF","M","2003-02",3.3,
"KOR","HUR","TOT","PC_LF","M","2003-03",3.4,
"KOR","HUR","TOT","PC_LF","M","2003-04",3.4,
"KOR","HUR","TOT","PC_LF","M","2003-05",3.6,
"KOR","HUR","TOT","PC_LF","M","2003-06",3.6,
"KOR","HUR","TOT","PC_LF","M","2003-07",3.6,
"KOR","HUR","TOT","PC_LF","M","2003-08",3.6,
"KOR","HUR","TOT","PC_LF","M","2003-09",3.7,
"KOR","HUR","TOT","PC_LF","M","2003-10",3.7,
"KOR","HUR","TOT","PC_LF","M","2003-11",3.9,
"KOR","HUR","TOT","PC_LF","M","2003-12",3.7,
"KOR","HUR","TOT","PC_LF","M","2004-01",3.5,
"KOR","HUR","TOT","PC_LF","M","2004-02",3.6,
"KOR","HUR","TOT","PC_LF","M","2004-03",3.6,
"KOR","HUR","TOT","PC_LF","M","2004-04",3.6,
"KOR","HUR","TOT","PC_LF","M","2004-05",3.7,
"KOR","HUR","TOT","PC_LF","M","2004-06",3.5,
"KOR","HUR","TOT","PC_LF","M","2004-07",3.7,
"KOR","HUR","TOT","PC_LF","M","2004-08",3.7,
"KOR","HUR","TOT","PC_LF","M","2004-09",3.7,
"KOR","HUR","TOT","PC_LF","M","2004-10",3.7,
"KOR","HUR","TOT","PC_LF","M","2004-11",3.8,
"KOR","HUR","TOT","PC_LF","M","2004-12",3.8,
"KOR","HUR","TOT","PC_LF","M","2005-01",3.8,
"KOR","HUR","TOT","PC_LF","M","2005-02",3.7,
"KOR","HUR","TOT","PC_LF","M","2005-03",3.7,
"KOR","HUR","TOT","PC_LF","M","2005-04",3.7,
"KOR","HUR","TOT","PC_LF","M","2005-05",3.7,
"KOR","HUR","TOT","PC_LF","M","2005-06",3.8,
"KOR","HUR","TOT","PC_LF","M","2005-07",3.7,
"KOR","HUR","TOT","PC_LF","M","2005-08",3.7,
"KOR","HUR","TOT","PC_LF","M","2005-09",4,
"KOR","HUR","TOT","PC_LF","M","2005-10",3.9,
"KOR","HUR","TOT","PC_LF","M","2005-11",3.6,
"KOR","HUR","TOT","PC_LF","M","2005-12",3.5,
"KOR","HUR","TOT","PC_LF","M","2006-01",3.4,
"KOR","HUR","TOT","PC_LF","M","2006-02",3.5,
"KOR","HUR","TOT","PC_LF","M","2006-03",3.5,
"KOR","HUR","TOT","PC_LF","M","2006-04",3.4,
"KOR","HUR","TOT","PC_LF","M","2006-05",3.4,
"KOR","HUR","TOT","PC_LF","M","2006-06",3.5,
"KOR","HUR","TOT","PC_LF","M","2006-07",3.5,
"KOR","HUR","TOT","PC_LF","M","2006-08",3.5,
"KOR","HUR","TOT","PC_LF","M","2006-09",3.5,
"KOR","HUR","TOT","PC_LF","M","2006-10",3.6,
"KOR","HUR","TOT","PC_LF","M","2006-11",3.5,
"KOR","HUR","TOT","PC_LF","M","2006-12",3.4,
"KOR","HUR","TOT","PC_LF","M","2007-01",3.4,
"KOR","HUR","TOT","PC_LF","M","2007-02",3.1,
"KOR","HUR","TOT","PC_LF","M","2007-03",3.2,
"KOR","HUR","TOT","PC_LF","M","2007-04",3.3,
"KOR","HUR","TOT","PC_LF","M","2007-05",3.3,
"KOR","HUR","TOT","PC_LF","M","2007-06",3.3,
"KOR","HUR","TOT","PC_LF","M","2007-07",3.3,
"KOR","HUR","TOT","PC_LF","M","2007-08",3.3,
"KOR","HUR","TOT","PC_LF","M","2007-09",3.2,
"KOR","HUR","TOT","PC_LF","M","2007-10",3.3,
"KOR","HUR","TOT","PC_LF","M","2007-11",3.3,
"KOR","HUR","TOT","PC_LF","M","2007-12",3.2,
"KOR","HUR","TOT","PC_LF","M","2008-01",3,
"KOR","HUR","TOT","PC_LF","M","2008-02",2.9,
"KOR","HUR","TOT","PC_LF","M","2008-03",3,
"KOR","HUR","TOT","PC_LF","M","2008-04",3.1,
"KOR","HUR","TOT","PC_LF","M","2008-05",3.2,
"KOR","HUR","TOT","PC_LF","M","2008-06",3.1,
"KOR","HUR","TOT","PC_LF","M","2008-07",3.1,
"KOR","HUR","TOT","PC_LF","M","2008-08",3.3,
"KOR","HUR","TOT","PC_LF","M","2008-09",3.2,
"KOR","HUR","TOT","PC_LF","M","2008-10",3.3,
"KOR","HUR","TOT","PC_LF","M","2008-11",3.4,
"KOR","HUR","TOT","PC_LF","M","2008-12",3.4,
"KOR","HUR","TOT","PC_LF","M","2009-01",3.3,
"KOR","HUR","TOT","PC_LF","M","2009-02",3.3,
"KOR","HUR","TOT","PC_LF","M","2009-03",3.6,
"KOR","HUR","TOT","PC_LF","M","2009-04",3.7,
"KOR","HUR","TOT","PC_LF","M","2009-05",3.9,
"KOR","HUR","TOT","PC_LF","M","2009-06",3.9,
"KOR","HUR","TOT","PC_LF","M","2009-07",3.8,
"KOR","HUR","TOT","PC_LF","M","2009-08",3.8,
"KOR","HUR","TOT","PC_LF","M","2009-09",3.6,
"KOR","HUR","TOT","PC_LF","M","2009-10",3.6,
"KOR","HUR","TOT","PC_LF","M","2009-11",3.7,
"KOR","HUR","TOT","PC_LF","M","2009-12",3.6,
"KOR","HUR","TOT","PC_LF","M","2010-01",4.7,
"KOR","HUR","TOT","PC_LF","M","2010-02",4,
"KOR","HUR","TOT","PC_LF","M","2010-03",3.7,
"KOR","HUR","TOT","PC_LF","M","2010-04",3.6,
"KOR","HUR","TOT","PC_LF","M","2010-05",3.2,
"KOR","HUR","TOT","PC_LF","M","2010-06",3.5,
"KOR","HUR","TOT","PC_LF","M","2010-07",3.8,
"KOR","HUR","TOT","PC_LF","M","2010-08",3.5,
"KOR","HUR","TOT","PC_LF","M","2010-09",3.8,
"KOR","HUR","TOT","PC_LF","M","2010-10",3.7,
"KOR","HUR","TOT","PC_LF","M","2010-11",3.3,
"KOR","HUR","TOT","PC_LF","M","2010-12",3.7,
"KOR","HUR","TOT","PC_LF","M","2011-01",3.5,
"KOR","HUR","TOT","PC_LF","M","2011-02",3.7,
"KOR","HUR","TOT","PC_LF","M","2011-03",3.8,
"KOR","HUR","TOT","PC_LF","M","2011-04",3.5,
"KOR","HUR","TOT","PC_LF","M","2011-05",3.3,
"KOR","HUR","TOT","PC_LF","M","2011-06",3.3,
"KOR","HUR","TOT","PC_LF","M","2011-07",3.3,
"KOR","HUR","TOT","PC_LF","M","2011-08",3.2,
"KOR","HUR","TOT","PC_LF","M","2011-09",3.3,
"KOR","HUR","TOT","PC_LF","M","2011-10",3.2,
"KOR","HUR","TOT","PC_LF","M","2011-11",3.3,
"KOR","HUR","TOT","PC_LF","M","2011-12",3.2,
"KOR","HUR","TOT","PC_LF","M","2012-01",3.2,
"KOR","HUR","TOT","PC_LF","M","2012-02",3.4,
"KOR","HUR","TOT","PC_LF","M","2012-03",3.3,
"KOR","HUR","TOT","PC_LF","M","2012-04",3.3,
"KOR","HUR","TOT","PC_LF","M","2012-05",3.1,
"KOR","HUR","TOT","PC_LF","M","2012-06",3.2,
"KOR","HUR","TOT","PC_LF","M","2012-07",3.1,
"KOR","HUR","TOT","PC_LF","M","2012-08",3.2,
"KOR","HUR","TOT","PC_LF","M","2012-09",3.2,
"KOR","HUR","TOT","PC_LF","M","2012-10",3.1,
"KOR","HUR","TOT","PC_LF","M","2012-11",3.2,
"KOR","HUR","TOT","PC_LF","M","2012-12",3.1,
"KOR","HUR","TOT","PC_LF","M","2013-01",3.2,
"KOR","HUR","TOT","PC_LF","M","2013-02",3.2,
"KOR","HUR","TOT","PC_LF","M","2013-03",3.1,
"KOR","HUR","TOT","PC_LF","M","2013-04",3,
"KOR","HUR","TOT","PC_LF","M","2013-05",3,
"KOR","HUR","TOT","PC_LF","M","2013-06",3.1,
"KOR","HUR","TOT","PC_LF","M","2013-07",3.2,
"KOR","HUR","TOT","PC_LF","M","2013-08",3.2,
"KOR","HUR","TOT","PC_LF","M","2013-09",3,
"KOR","HUR","TOT","PC_LF","M","2013-10",3.1,
"KOR","HUR","TOT","PC_LF","M","2013-11",3.1,
"KOR","HUR","TOT","PC_LF","M","2013-12",3.2,
"KOR","HUR","TOT","PC_LF","M","2014-01",3.2,
"KOR","HUR","TOT","PC_LF","M","2014-02",3.6,
"KOR","HUR","TOT","PC_LF","M","2014-03",3.4,
"KOR","HUR","TOT","PC_LF","M","2014-04",3.6,
"KOR","HUR","TOT","PC_LF","M","2014-05",3.5,
"KOR","HUR","TOT","PC_LF","M","2014-06",3.5,
"KOR","HUR","TOT","PC_LF","M","2014-07",3.5,
"KOR","HUR","TOT","PC_LF","M","2014-08",3.6,
"KOR","HUR","TOT","PC_LF","M","2014-09",3.5,
"KOR","HUR","TOT","PC_LF","M","2014-10",3.6,
"KOR","HUR","TOT","PC_LF","M","2014-11",3.5,
"KOR","HUR","TOT","PC_LF","M","2014-12",3.6,
"KOR","HUR","TOT","PC_LF","M","2015-01",3.5,
"KOR","HUR","TOT","PC_LF","M","2015-02",3.6,
"KOR","HUR","TOT","PC_LF","M","2015-03",3.5,
"KOR","HUR","TOT","PC_LF","M","2015-04",3.6,
"KOR","HUR","TOT","PC_LF","M","2015-05",3.7,
"KOR","HUR","TOT","PC_LF","M","2015-06",3.8,
"KOR","HUR","TOT","PC_LF","M","2015-07",3.7,
"KOR","HUR","TOT","PC_LF","M","2015-08",3.7,
"KOR","HUR","TOT","PC_LF","M","2015-09",3.5,
"KOR","HUR","TOT","PC_LF","M","2015-10",3.5,
"KOR","HUR","TOT","PC_LF","M","2015-11",3.6,
"KOR","HUR","TOT","PC_LF","M","2015-12",3.5,
"KOR","HUR","TOT","PC_LF","M","2016-01",3.4,
"KOR","HUR","TOT","PC_LF","M","2016-02",3.9,
"KOR","HUR","TOT","PC_LF","M","2016-03",3.8,
"KOR","HUR","TOT","PC_LF","M","2016-04",3.6,
"KOR","HUR","TOT","PC_LF","M","2016-05",3.6,
"KOR","HUR","TOT","PC_LF","M","2016-06",3.5,
"KOR","HUR","TOT","PC_LF","M","2016-07",3.6,
"KOR","HUR","TOT","PC_LF","M","2016-08",4,
"KOR","HUR","TOT","PC_LF","M","2016-09",4,
"KOR","HUR","TOT","PC_LF","M","2016-10",3.8,
"KOR","HUR","TOT","PC_LF","M","2016-11",3.6,
"KOR","HUR","TOT","PC_LF","M","2016-12",3.4,
"KOR","HUR","TOT","PC_LF","M","2017-01",3.4,
"KOR","HUR","TOT","PC_LF","M","2017-02",3.9,
"KOR","HUR","TOT","PC_LF","M","2017-03",3.7,
"KOR","HUR","TOT","PC_LF","M","2017-04",3.9,
"KOR","HUR","TOT","PC_LF","M","2017-05",3.5,
"KOR","HUR","TOT","PC_LF","M","2017-06",3.7,
"KOR","HUR","TOT","PC_LF","M","2017-07",3.5,
"KOR","HUR","TOT","PC_LF","M","2017-08",4,
"KOR","HUR","TOT","PC_LF","M","2017-09",3.7,
"KOR","HUR","TOT","PC_LF","M","2017-10",3.7,
"KOR","HUR","TOT","PC_LF","M","2017-11",3.7,
"KOR","HUR","TOT","PC_LF","M","2017-12",3.6,
"KOR","HUR","TOT","PC_LF","M","2018-01",3.3,
"KOR","HUR","TOT","PC_LF","M","2018-02",3.7,
"KOR","HUR","TOT","PC_LF","M","2018-03",4.1,
"KOR","HUR","TOT","PC_LF","M","2018-04",3.8,
"KOR","HUR","TOT","PC_LF","M","2018-05",3.8,
"KOR","HUR","TOT","PC_LF","M","2018-06",3.6,
"KOR","HUR","TOT","PC_LF","M","2018-07",3.8,
"KOR","HUR","TOT","PC_LF","M","2018-08",4.6,
"KOR","HUR","TOT","PC_LF","M","2018-09",4.1,
"KOR","HUR","TOT","PC_LF","M","2018-10",4,
"KOR","HUR","TOT","PC_LF","M","2018-11",3.9,
"KOR","HUR","TOT","PC_LF","M","2018-12",3.7,
"KOR","HUR","TOT","PC_LF","M","2019-01",3.9,
"KOR","HUR","TOT","PC_LF","M","2019-02",3.8,
"KOR","HUR","TOT","PC_LF","M","2019-03",3.9,
"KOR","HUR","TOT","PC_LF","M","2019-04",4.1,
"KOR","HUR","TOT","PC_LF","M","2019-05",3.9,
"KOR","HUR","TOT","PC_LF","M","2019-06",3.9,
"KOR","HUR","TOT","PC_LF","M","2019-07",4,
"KOR","HUR","TOT","PC_LF","M","2019-08",3.5,
"KOR","HUR","TOT","PC_LF","M","2019-09",3.5,
"KOR","HUR","TOT","PC_LF","M","2019-10",3.5,
"KOR","HUR","TOT","PC_LF","M","2019-11",3.7,
"KOR","HUR","TOT","PC_LF","M","2019-12",3.5,
"KOR","HUR","TOT","PC_LF","M","2020-01",3.5,
"KOR","HUR","TOT","PC_LF","M","2020-02",3.4,
"KOR","HUR","TOT","PC_LF","M","2020-03",3.9,
"KOR","HUR","TOT","PC_LF","M","2020-04",3.9,
"KOR","HUR","TOT","PC_LF","M","2020-05",4.3,
"KOR","HUR","TOT","PC_LF","M","2020-06",4.2,
"KOR","HUR","TOT","PC_LF","M","2020-07",4.2,
"KOR","HUR","TOT","PC_LF","M","2020-08",3.7,
"KOR","HUR","TOT","PC_LF","M","2020-09",4.1,
"KOR","HUR","TOT","PC_LF","M","2020-10",4.2,
"KOR","HUR","TOT","PC_LF","M","2020-11",4.2,
"KOR","HUR","TOT","PC_LF","M","2020-12",4.3,
"KOR","HUR","TOT","PC_LF","M","2021-01",4.8,
"KOR","HUR","TOT","PC_LF","M","2021-02",4,
"KOR","HUR","TOT","PC_LF","M","2021-03",4,
"KOR","HUR","TOT","PC_LF","M","2021-04",3.8,
"KOR","HUR","TOT","PC_LF","M","2021-05",3.8,
"KOR","HUR","TOT","PC_LF","M","2021-06",3.7,
"KOR","HUR","TOT","PC_LF","M","2021-07",3.3,
"KOR","HUR","TOT","PC_LF","M","2021-08",3.2,
"KOR","HUR","TOT","PC_LF","M","2021-09",3,
"KOR","HUR","TOT","PC_LF","M","2021-10",3.2,
"KOR","HUR","TOT","PC_LF","M","2021-11",3.1,
"KOR","HUR","TOT","PC_LF","M","2021-12",3.6,
"KOR","HUR","TOT","PC_LF","M","2022-01",3.3,
"KOR","HUR","TOT","PC_LF","M","2022-02",2.8,
"KOR","HUR","TOT","PC_LF","M","2022-03",2.8,
"KOR","HUR","TOT","PC_LF","M","2022-04",2.8,
"KOR","HUR","TOT","PC_LF","M","2022-05",2.9,
"KOR","HUR","TOT","PC_LF","M","2022-06",2.9,
"KOR","HUR","TOT","PC_LF","M","2022-07",2.9,
"KOR","HUR","TOT","PC_LF","M","2022-08",2.6,
"KOR","HUR","TOT","PC_LF","M","2022-09",2.8,
"KOR","HUR","TOT","PC_LF","M","2022-10",2.8,
"KOR","HUR","TOT","PC_LF","M","2022-11",2.8,
"KOR","HUR","TOT","PC_LF","M","2022-12",3.1,
"KOR","HUR","TOT","PC_LF","M","2023-01",2.9,
"KOR","HUR","TOT","PC_LF","M","2023-02",2.6,
"KOR","HUR","TOT","PC_LF","M","2023-03",2.7,
"KOR","HUR","TOT","PC_LF","M","2023-04",2.6,
"KOR","HUR","TOT","PC_LF","M","2023-05",2.5,
"LUX","HUR","TOT","PC_LF","M","1983-01",3.3,
"LUX","HUR","TOT","PC_LF","M","1983-02",3.3,
"LUX","HUR","TOT","PC_LF","M","1983-03",3.2,
"LUX","HUR","TOT","PC_LF","M","1983-04",3.3,
"LUX","HUR","TOT","PC_LF","M","1983-05",3.5,
"LUX","HUR","TOT","PC_LF","M","1983-06",3.6,
"LUX","HUR","TOT","PC_LF","M","1983-07",3.6,
"LUX","HUR","TOT","PC_LF","M","1983-08",3.7,
"LUX","HUR","TOT","PC_LF","M","1983-09",3.5,
"LUX","HUR","TOT","PC_LF","M","1983-10",3.3,
"LUX","HUR","TOT","PC_LF","M","1983-11",3.4,
"LUX","HUR","TOT","PC_LF","M","1983-12",3.3,
"LUX","HUR","TOT","PC_LF","M","1984-01",3.3,
"LUX","HUR","TOT","PC_LF","M","1984-02",3.3,
"LUX","HUR","TOT","PC_LF","M","1984-03",3.2,
"LUX","HUR","TOT","PC_LF","M","1984-04",3,
"LUX","HUR","TOT","PC_LF","M","1984-05",2.9,
"LUX","HUR","TOT","PC_LF","M","1984-06",2.9,
"LUX","HUR","TOT","PC_LF","M","1984-07",3,
"LUX","HUR","TOT","PC_LF","M","1984-08",3,
"LUX","HUR","TOT","PC_LF","M","1984-09",2.9,
"LUX","HUR","TOT","PC_LF","M","1984-10",3,
"LUX","HUR","TOT","PC_LF","M","1984-11",3,
"LUX","HUR","TOT","PC_LF","M","1984-12",2.8,
"LUX","HUR","TOT","PC_LF","M","1985-01",2.8,
"LUX","HUR","TOT","PC_LF","M","1985-02",2.8,
"LUX","HUR","TOT","PC_LF","M","1985-03",2.9,
"LUX","HUR","TOT","PC_LF","M","1985-04",3,
"LUX","HUR","TOT","PC_LF","M","1985-05",3,
"LUX","HUR","TOT","PC_LF","M","1985-06",3,
"LUX","HUR","TOT","PC_LF","M","1985-07",3,
"LUX","HUR","TOT","PC_LF","M","1985-08",2.9,
"LUX","HUR","TOT","PC_LF","M","1985-09",2.8,
"LUX","HUR","TOT","PC_LF","M","1985-10",2.8,
"LUX","HUR","TOT","PC_LF","M","1985-11",2.8,
"LUX","HUR","TOT","PC_LF","M","1985-12",2.8,
"LUX","HUR","TOT","PC_LF","M","1986-01",2.8,
"LUX","HUR","TOT","PC_LF","M","1986-02",2.8,
"LUX","HUR","TOT","PC_LF","M","1986-03",2.7,
"LUX","HUR","TOT","PC_LF","M","1986-04",2.7,
"LUX","HUR","TOT","PC_LF","M","1986-05",2.7,
"LUX","HUR","TOT","PC_LF","M","1986-06",2.7,
"LUX","HUR","TOT","PC_LF","M","1986-07",2.5,
"LUX","HUR","TOT","PC_LF","M","1986-08",2.5,
"LUX","HUR","TOT","PC_LF","M","1986-09",2.4,
"LUX","HUR","TOT","PC_LF","M","1986-10",2.3,
"LUX","HUR","TOT","PC_LF","M","1986-11",2.3,
"LUX","HUR","TOT","PC_LF","M","1986-12",2.4,
"LUX","HUR","TOT","PC_LF","M","1987-01",2.4,
